timestamp,plant,line,machine_id,part_id,batch_id,shift,operator_id,temperature,pressure,torque,welding_current,cycle_time,energy_kwh,defect
2026-04-15 20:00,Pune Plant,Line 3,M008,P002,BX107,Night,O203,73.3,4.2,19.5,186.7,62.7,13.8,0
2026-04-15 08:00,Pune Plant,Line 4,M009,P007,BX108,Day,O100,72.6,4.3,26.8,0,59.1,14.5,0
2026-04-15 20:00,Pune Plant,Line 4,M009,P007,BX108,Night,O200,73.9,4.3,20.2,0,60.3,13.1,0
2026-04-15 08:00,Pune Plant,Line 4,M010,P007,BX109,Day,O101,75.1,4.2,24.7,0,62.7,13.5,0
2026-04-15 20:00,Pune Plant,Line 4,M010,P007,BX109,Night,O201,77.8,4.4,20.1,0,52.1,13.9,0
2026-04-15 08:00,Pune Plant,Line 4,M011,P007,BX110,Day,O102,75.5,4.7,19.7,0,51.9,12.2,0
2026-04-15 20:00,Pune Plant,Line 4,M011,P007,BX110,Night,O202,76.0,4.4,26.0,0,60.4,14.3,0
2026-04-15 08:00,Pune Plant,Line 4,M012,P007,BX111,Day,O103,73.4,4.3,26.0,0,63.4,11.1,0
2026-04-15 20:00,Pune Plant,Line 4,M012,P007,BX111,Night,O203,77.6,4.8,19.9,0,56.2,12.1,0
2026-04-15 08:00,Chennai Plant,Line 1,M013,P003,BX112,Day,O100,73.6,4.1,26.3,0,60.6,12.7,0
2026-04-15 20:00,Chennai Plant,Line 1,M013,P003,BX112,Night,O200,75.2,4.2,21.1,0,56.5,11.4,0
2026-04-15 08:00,Chennai Plant,Line 1,M014,P003,BX113,Day,O101,75.9,4.3,25.7,0,54.6,12.9,0
2026-04-15 20:00,Chennai Plant,Line 1,M014,P003,BX113,Night,O201,75.4,4.1,20.2,0,63.0,13.6,0
2026-04-15 08:00,Chennai Plant,Line 1,M015,P003,BX114,Day,O102,72.5,4.0,21.6,0,61.5,13.2,0
2026-04-15 20:00,Chennai Plant,Line 1,M015,P003,BX114,Night,O202,75.9,4.5,21.1,0,63.5,13.9,0
2026-04-15 08:00,Chennai Plant,Line 1,M016,P003,BX115,Day,O103,72.9,4.1,25.4,0,59.8,13.2,0
2026-04-15 20:00,Chennai Plant,Line 1,M016,P003,BX115,Night,O203,77.5,4.4,24.1,0,49.5,14.8,0
2026-04-15 08:00,Chennai Plant,Line 2,M017,P004,BX116,Day,O100,75.7,4.5,25.1,0,61.6,12.0,0
2026-04-15 20:00,Chennai Plant,Line 2,M017,P004,BX116,Night,O200,76.2,3.9,23.0,0,58.3,14.0,0
2026-04-15 08:00,Chennai Plant,Line 2,M018,P004,BX117,Day,O101,73.7,4.3,22.9,0,57.3,11.1,1
2026-04-15 20:00,Chennai Plant,Line 2,M018,P004,BX117,Night,O201,75.2,4.1,26.8,0,61.2,14.0,1
2026-04-15 08:00,Chennai Plant,Line 2,M019,P004,BX118,Day,O102,74.8,4.7,19.9,0,51.2,11.9,0
2026-04-15 20:00,Chennai Plant,Line 2,M019,P004,BX118,Night,O202,75.2,4.6,21.1,0,54.6,12.8,0
2026-04-15 08:00,Chennai Plant,Line 2,M020,P004,BX119,Day,O103,73.4,4.8,20.8,0,61.7,13.9,0
2026-04-15 20:00,Chennai Plant,Line 2,M020,P004,BX119,Night,O203,77.1,4.6,19.7,0,57.3,11.3,0
2026-04-15 08:00,Chennai Plant,Line 5,M021,P031,BX120,Day,O100,70.1,4.1,23.0,0,60.8,13.5,0
2026-04-15 20:00,Chennai Plant,Line 5,M021,P031,BX120,Night,O200,77.1,4.0,23.2,0,52.2,14.9,0
2026-04-15 08:00,Chennai Plant,Line 5,M022,P031,BX121,Day,O101,75.3,4.3,19.4,0,62.9,15.0,0
2026-04-15 20:00,Chennai Plant,Line 5,M022,P031,BX121,Night,O201,75.4,3.9,26.4,0,63.4,13.6,0
2026-04-15 08:00,Chennai Plant,Line 5,M023,P031,BX122,Day,O102,74.5,4.5,22.2,0,51.4,12.1,0
2026-04-15 20:00,Chennai Plant,Line 5,M023,P031,BX122,Night,O202,77.0,4.3,26.2,0,60.3,11.6,0
2026-04-15 08:00,Chennai Plant,Line 5,M024,P031,BX123,Day,O103,75.9,4.6,23.0,0,49.8,13.0,0
2026-04-15 20:00,Chennai Plant,Line 5,M024,P031,BX123,Night,O203,77.0,4.2,25.2,0,55.0,14.5,0
2026-04-15 08:00,Manesar Plant,Line 1,M025,P009,BX124,Day,O100,70.2,4.1,26.9,219.9,63.1,12.9,0
2026-04-15 20:00,Manesar Plant,Line 1,M025,P009,BX124,Night,O200,76.1,4.5,19.7,220.7,59.7,11.4,0
2026-04-15 08:00,Manesar Plant,Line 1,M026,P009,BX125,Day,O101,70.9,4.5,24.1,221.4,50.6,11.0,0
2026-04-15 20:00,Manesar Plant,Line 1,M026,P009,BX125,Night,O201,73.8,4.2,21.2,217.8,55.7,13.5,0
2026-04-15 08:00,Manesar Plant,Line 1,M027,P009,BX126,Day,O102,72.4,3.9,21.8,217.6,53.9,12.7,0
2026-04-15 20:00,Manesar Plant,Line 1,M027,P009,BX126,Night,O202,73.8,4.2,19.7,222.4,63.7,13.6,0
2026-04-15 08:00,Manesar Plant,Line 1,M028,P009,BX127,Day,O103,71.0,4.2,20.1,220.3,49.9,13.0,0
2026-04-15 20:00,Manesar Plant,Line 1,M028,P009,BX127,Night,O203,74.5,4.3,19.6,219.8,58.4,13.7,0
2026-04-15 08:00,Manesar Plant,Line 2,M029,P028,BX128,Day,O100,71.2,4.0,21.4,0,54.0,13.8,0
2026-04-15 20:00,Manesar Plant,Line 2,M029,P028,BX128,Night,O200,76.8,4.2,21.7,0,61.9,15.4,0
2026-04-15 08:00,Manesar Plant,Line 2,M030,P028,BX129,Day,O101,70.8,4.2,26.6,0,53.7,15.3,0
2026-04-15 20:00,Manesar Plant,Line 2,M030,P028,BX129,Night,O201,77.8,4.2,24.6,0,57.6,12.1,0
2026-04-15 08:00,Manesar Plant,Line 2,M031,P028,BX130,Day,O102,72.3,4.6,22.1,0,57.5,13.7,0
2026-04-15 20:00,Manesar Plant,Line 2,M031,P028,BX130,Night,O202,75.3,4.5,23.4,0,55.9,14.2,0
2026-04-15 08:00,Manesar Plant,Line 2,M032,P028,BX131,Day,O103,72.6,4.2,24.5,0,60.9,12.8,0
2026-04-15 20:00,Manesar Plant,Line 2,M032,P028,BX131,Night,O203,75.0,4.5,20.9,0,59.7,14.6,0
2026-04-15 08:00,Pune Plant,Line 3,M033,P051,BX132,Day,O100,70.4,4.8,22.8,0,56.6,15.1,0
2026-04-15 20:00,Pune Plant,Line 3,M033,P051,BX132,Night,O200,76.2,4.4,25.3,0,62.4,13.4,0
2026-04-15 08:00,Pune Plant,Line 3,M034,P051,BX133,Day,O101,73.8,4.0,25.2,0,54.3,13.9,0
2026-04-15 20:00,Pune Plant,Line 3,M034,P051,BX133,Night,O201,72.3,4.8,24.4,0,60.3,15.3,0
2026-04-15 08:00,Chennai Plant,Line 1,M035,P045,BX134,Day,O100,72.6,3.9,21.1,0,56.8,13.6,0
2026-04-15 20:00,Chennai Plant,Line 1,M035,P045,BX134,Night,O200,75.5,4.3,22.1,0,57.8,13.3,0
2026-04-15 08:00,Chennai Plant,Line 1,M036,P045,BX135,Day,O101,72.1,3.9,19.8,0,63.4,11.5,0
2026-04-15 20:00,Chennai Plant,Line 1,M036,P045,BX135,Night,O201,77.6,4.0,21.5,0,52.1,13.2,0
2026-04-16 08:00,Pune Plant,Line 2,M001,P001,BX136,Day,O105,72.9,4.3,24.6,0,53.5,14.6,0
2026-04-16 20:00,Pune Plant,Line 2,M001,P001,BX136,Night,O205,72.7,4.7,24.2,0,51.5,15.4,0
2026-04-16 08:00,Pune Plant,Line 2,M002,P001,BX137,Day,O106,71.5,4.1,20.3,0,63.4,12.0,0
2026-04-16 20:00,Pune Plant,Line 2,M002,P001,BX137,Night,O206,74.4,4.1,24.1,0,49.4,13.8,0
2026-04-16 08:00,Pune Plant,Line 2,M003,P001,BX138,Day,O107,71.2,4.4,22.1,0,52.1,14.4,0
2026-04-16 20:00,Pune Plant,Line 2,M003,P001,BX138,Night,O207,76.9,4.0,19.8,0,51.8,12.5,0
2026-04-16 08:00,Pune Plant,Line 2,M004,P001,BX139,Day,O108,72.7,4.1,25.9,0,58.6,13.7,0
2026-04-16 20:00,Pune Plant,Line 2,M004,P001,BX139,Night,O208,75.7,4.4,21.8,0,58.3,14.7,0
2026-04-16 08:00,Pune Plant,Line 3,M005,P002,BX140,Day,O105,74.2,4.2,23.9,181.5,50.8,12.4,0
2026-04-16 20:00,Pune Plant,Line 3,M005,P002,BX140,Night,O205,73.1,4.5,23.1,183.5,54.8,11.8,0
2026-04-16 08:00,Pune Plant,Line 3,M006,P002,BX141,Day,O106,73.8,4.5,24.2,187.0,56.3,11.6,1
2026-04-16 20:00,Pune Plant,Line 3,M006,P002,BX141,Night,O206,73.9,4.3,19.4,183.2,51.0,14.7,1
2026-04-16 08:00,Pune Plant,Line 3,M007,P002,BX142,Day,O107,75.8,4.4,23.0,184.1,61.6,13.2,0
2026-04-16 20:00,Pune Plant,Line 3,M007,P002,BX142,Night,O207,72.5,3.9,25.1,187.2,57.1,11.8,1
2026-04-16 08:00,Pune Plant,Line 3,M008,P002,BX143,Day,O108,72.7,4.6,25.1,184.3,50.7,14.5,1
2026-04-16 20:00,Pune Plant,Line 3,M008,P002,BX143,Night,O208,76.9,4.2,25.6,181.2,57.2,15.5,0
2026-04-16 08:00,Pune Plant,Line 4,M009,P007,BX144,Day,O105,70.6,4.6,25.0,0,64.0,13.0,0
2026-04-16 20:00,Pune Plant,Line 4,M009,P007,BX144,Night,O205,74.1,4.6,22.5,0,60.6,12.1,0
2026-04-16 08:00,Pune Plant,Line 4,M010,P007,BX145,Day,O106,74.9,4.4,21.8,0,58.5,11.7,0
2026-04-16 20:00,Pune Plant,Line 4,M010,P007,BX145,Night,O206,72.8,4.1,20.7,0,54.3,12.3,0
2026-04-16 08:00,Pune Plant,Line 4,M011,P007,BX146,Day,O107,73.2,4.2,24.6,0,53.0,14.9,0
2026-04-16 20:00,Pune Plant,Line 4,M011,P007,BX146,Night,O207,77.9,4.5,19.8,0,60.8,15.1,0
2026-04-16 08:00,Pune Plant,Line 4,M012,P007,BX147,Day,O108,76.0,4.7,20.0,0,52.7,14.2,0
2026-04-16 20:00,Pune Plant,Line 4,M012,P007,BX147,Night,O208,77.0,4.6,24.4,0,57.7,12.2,0
2026-04-16 08:00,Chennai Plant,Line 1,M013,P003,BX148,Day,O105,72.5,4.3,24.1,0,50.4,13.3,0
2026-04-16 20:00,Chennai Plant,Line 1,M013,P003,BX148,Night,O205,73.7,4.7,22.0,0,53.9,11.0,0
2026-04-16 08:00,Chennai Plant,Line 1,M014,P003,BX149,Day,O106,74.6,4.6,24.8,0,59.0,12.6,0
2026-04-16 20:00,Chennai Plant,Line 1,M014,P003,BX149,Night,O206,72.4,4.4,20.7,0,52.2,12.2,0
2026-04-16 08:00,Chennai Plant,Line 1,M015,P003,BX150,Day,O107,75.0,4.2,23.6,0,56.3,12.5,0
2026-04-16 20:00,Chennai Plant,Line 1,M015,P003,BX150,Night,O207,76.1,3.9,19.8,0,55.9,11.6,0
2026-04-16 08:00,Chennai Plant,Line 1,M016,P003,BX151,Day,O108,75.1,4.3,19.0,0,52.0,14.1,0
2026-04-16 20:00,Chennai Plant,Line 1,M016,P003,BX151,Night,O208,72.8,4.5,20.3,0,53.1,13.9,0
2026-04-16 08:00,Chennai Plant,Line 2,M017,P004,BX152,Day,O105,71.5,4.2,26.2,0,54.9,12.4,0
2026-04-16 20:00,Chennai Plant,Line 2,M017,P004,BX152,Night,O205,76.2,4.1,24.2,0,49.0,13.1,0
2026-04-16 08:00,Chennai Plant,Line 2,M018,P004,BX153,Day,O106,70.8,4.1,24.4,0,59.4,14.7,1
2026-04-16 20:00,Chennai Plant,Line 2,M018,P004,BX153,Night,O206,77.9,4.3,20.1,0,54.7,14.3,0
2026-04-16 08:00,Chennai Plant,Line 2,M019,P004,BX154,Day,O107,70.6,4.2,26.0,0,60.6,14.4,0
2026-04-16 20:00,Chennai Plant,Line 2,M019,P004,BX154,Night,O207,72.8,4.8,20.1,0,49.1,13.9,0
2026-04-16 08:00,Chennai Plant,Line 2,M020,P004,BX155,Day,O108,72.6,4.6,24.0,0,55.2,14.1,0
2026-04-16 20:00,Chennai Plant,Line 2,M020,P004,BX155,Night,O208,77.2,4.0,19.8,0,57.8,12.7,0
2026-04-16 08:00,Chennai Plant,Line 5,M021,P031,BX156,Day,O105,75.8,4.2,20.1,0,50.3,13.5,0
2026-04-16 20:00,Chennai Plant,Line 5,M021,P031,BX156,Night,O205,75.6,4.4,25.2,0,61.7,14.0,0
2026-04-16 08:00,Chennai Plant,Line 5,M022,P031,BX157,Day,O106,71.8,4.4,23.1,0,53.4,11.2,0
2026-04-16 20:00,Chennai Plant,Line 5,M022,P031,BX157,Night,O206,77.4,4.8,23.0,0,56.5,13.7,0
2026-04-16 08:00,Chennai Plant,Line 5,M023,P031,BX158,Day,O107,73.2,4.8,26.9,0,51.0,14.9,0
2026-04-16 20:00,Chennai Plant,Line 5,M023,P031,BX158,Night,O207,75.4,4.2,24.5,0,63.3,14.5,0
2026-04-16 08:00,Chennai Plant,Line 5,M024,P031,BX159,Day,O108,70.1,4.0,21.1,0,49.9,14.6,0
2026-04-16 20:00,Chennai Plant,Line 5,M024,P031,BX159,Night,O208,75.0,4.5,23.0,0,59.5,11.4,0
2026-04-16 08:00,Manesar Plant,Line 1,M025,P009,BX160,Day,O105,73.2,4.5,21.2,218.9,52.0,14.6,0
2026-04-16 20:00,Manesar Plant,Line 1,M025,P009,BX160,Night,O205,75.2,4.3,24.1,222.0,50.0,14.1,0
2026-04-16 08:00,Manesar Plant,Line 1,M026,P009,BX161,Day,O106,74.4,4.7,19.5,217.5,55.8,13.7,0
2026-04-16 20:00,Manesar Plant,Line 1,M026,P009,BX161,Night,O206,73.9,4.6,24.9,217.7,59.5,11.7,0
2026-04-16 08:00,Manesar Plant,Line 1,M027,P009,BX162,Day,O107,75.7,4.4,25.3,221.3,50.9,14.5,0
2026-04-16 20:00,Manesar Plant,Line 1,M027,P009,BX162,Night,O207,73.6,4.7,25.2,217.2,53.1,11.3,0
2026-04-16 08:00,Manesar Plant,Line 1,M028,P009,BX163,Day,O108,74.3,4.4,19.6,222.0,56.5,13.6,0
2026-04-16 20:00,Manesar Plant,Line 1,M028,P009,BX163,Night,O208,74.2,4.1,19.8,223.3,52.4,13.3,1
2026-04-16 08:00,Manesar Plant,Line 2,M029,P028,BX164,Day,O105,70.3,4.7,21.0,0,54.7,11.7,0
2026-04-16 20:00,Manesar Plant,Line 2,M029,P028,BX164,Night,O205,77.6,4.7,23.4,0,60.1,12.9,0
2026-04-16 08:00,Manesar Plant,Line 2,M030,P028,BX165,Day,O106,71.9,4.3,24.8,0,50.2,12.7,0
2026-04-16 20:00,Manesar Plant,Line 2,M030,P028,BX165,Night,O206,75.0,4.7,20.4,0,63.7,15.3,0
2026-04-16 08:00,Manesar Plant,Line 2,M031,P028,BX166,Day,O107,70.4,4.3,21.3,0,53.9,13.5,0
2026-04-16 20:00,Manesar Plant,Line 2,M031,P028,BX166,Night,O207,72.0,4.1,23.5,0,58.3,13.1,0
2026-04-16 08:00,Manesar Plant,Line 2,M032,P028,BX167,Day,O108,73.6,4.3,25.2,0,62.5,14.4,0
2026-04-16 20:00,Manesar Plant,Line 2,M032,P028,BX167,Night,O208,73.5,3.9,22.3,0,54.2,14.8,0
2026-04-16 08:00,Pune Plant,Line 3,M033,P051,BX168,Day,O105,75.3,4.8,19.0,0,61.7,14.3,0
2026-04-16 20:00,Pune Plant,Line 3,M033,P051,BX168,Night,O205,72.6,4.4,20.9,0,49.9,15.5,0
2026-04-16 08:00,Pune Plant,Line 3,M034,P051,BX169,Day,O106,74.3,4.0,26.4,0,56.8,14.2,0
2026-04-16 20:00,Pune Plant,Line 3,M034,P051,BX169,Night,O206,74.2,4.8,19.7,0,51.0,14.7,0
2026-04-16 08:00,Chennai Plant,Line 1,M035,P045,BX170,Day,O105,70.4,4.4,22.5,0,52.6,12.2,0
2026-04-16 20:00,Chennai Plant,Line 1,M035,P045,BX170,Night,O205,73.9,4.6,24.6,0,53.8,12.2,0
2026-04-16 08:00,Chennai Plant,Line 1,M036,P045,BX171,Day,O106,70.4,4.1,25.2,0,51.3,11.7,0
2026-04-16 20:00,Chennai Plant,Line 1,M036,P045,BX171,Night,O206,74.8,4.3,23.3,0,52.1,12.4,0
2026-04-17 08:00,Pune Plant,Line 2,M001,P001,BX172,Day,O110,71.6,4.0,20.3,0,61.4,14.1,0
2026-04-17 20:00,Pune Plant,Line 2,M001,P001,BX172,Night,O210,72.2,4.7,21.6,0,52.7,12.6,0
2026-04-17 08:00,Pune Plant,Line 2,M002,P001,BX173,Day,O111,73.1,4.5,21.1,0,49.5,12.8,0
2026-04-17 20:00,Pune Plant,Line 2,M002,P001,BX173,Night,O211,74.7,4.6,21.0,0,61.1,11.6,0
2026-04-17 08:00,Pune Plant,Line 2,M003,P001,BX174,Day,O112,70.1,4.6,26.9,0,61.4,12.7,0
2026-04-17 20:00,Pune Plant,Line 2,M003,P001,BX174,Night,O212,75.8,4.5,23.7,0,61.2,11.1,0
2026-04-17 08:00,Pune Plant,Line 2,M004,P001,BX175,Day,O113,70.4,4.7,22.5,0,62.6,14.7,0
2026-04-17 20:00,Pune Plant,Line 2,M004,P001,BX175,Night,O213,74.0,3.9,22.7,0,57.6,14.7,0
2026-04-17 08:00,Pune Plant,Line 3,M005,P002,BX176,Day,O110,72.4,3.9,24.5,182.0,51.8,12.3,0
2026-04-17 20:00,Pune Plant,Line 3,M005,P002,BX176,Night,O210,77.3,3.9,24.0,182.5,55.2,13.5,0
2026-04-17 08:00,Pune Plant,Line 3,M006,P002,BX177,Day,O111,70.4,4.2,20.1,182.2,56.9,13.8,0
2026-04-17 20:00,Pune Plant,Line 3,M006,P002,BX177,Night,O211,76.8,4.6,26.9,185.7,57.2,13.2,1
2026-04-17 08:00,Pune Plant,Line 3,M007,P002,BX178,Day,O112,75.5,4.4,22.1,182.5,52.3,15.0,0
2026-04-17 20:00,Pune Plant,Line 3,M007,P002,BX178,Night,O212,76.7,4.0,26.9,188.1,64.0,15.4,1
2026-04-17 08:00,Pune Plant,Line 3,M008,P002,BX179,Day,O113,70.6,4.5,21.1,185.9,49.8,15.5,0
2026-04-17 20:00,Pune Plant,Line 3,M008,P002,BX179,Night,O213,73.3,4.7,25.4,183.1,61.7,11.8,0
2026-04-17 08:00,Pune Plant,Line 4,M009,P007,BX180,Day,O110,73.6,4.6,24.6,0,49.4,14.2,0
2026-04-17 20:00,Pune Plant,Line 4,M009,P007,BX180,Night,O210,77.7,4.4,23.5,0,63.8,15.0,0
2026-04-17 08:00,Pune Plant,Line 4,M010,P007,BX181,Day,O111,73.0,4.2,22.9,0,52.5,12.0,0
2026-04-17 20:00,Pune Plant,Line 4,M010,P007,BX181,Night,O211,75.2,3.9,26.3,0,51.0,14.2,0
2026-04-17 08:00,Pune Plant,Line 4,M011,P007,BX182,Day,O112,75.5,4.7,21.6,0,57.8,15.1,1
2026-04-17 20:00,Pune Plant,Line 4,M011,P007,BX182,Night,O212,76.6,4.7,25.9,0,54.6,15.2,0
2026-04-17 08:00,Pune Plant,Line 4,M012,P007,BX183,Day,O113,72.4,4.0,21.4,0,51.4,15.3,0
2026-04-17 20:00,Pune Plant,Line 4,M012,P007,BX183,Night,O213,76.8,4.8,24.2,0,63.5,14.1,0
2026-04-17 08:00,Chennai Plant,Line 1,M013,P003,BX184,Day,O110,75.6,4.6,20.8,0,51.6,12.4,0
2026-04-17 20:00,Chennai Plant,Line 1,M013,P003,BX184,Night,O210,76.1,4.0,24.8,0,63.2,12.8,0
2026-04-17 08:00,Chennai Plant,Line 1,M014,P003,BX185,Day,O111,76.0,4.8,19.3,0,62.8,15.4,0
2026-04-17 20:00,Chennai Plant,Line 1,M014,P003,BX185,Night,O211,73.3,4.4,26.5,0,60.2,12.1,0
2026-04-17 08:00,Chennai Plant,Line 1,M015,P003,BX186,Day,O112,75.9,4.1,26.1,0,59.6,13.9,0
2026-04-17 20:00,Chennai Plant,Line 1,M015,P003,BX186,Night,O212,77.3,4.3,21.1,0,50.0,12.2,0
2026-04-17 08:00,Chennai Plant,Line 1,M016,P003,BX187,Day,O113,70.6,3.9,22.1,0,63.5,15.0,0
2026-04-17 20:00,Chennai Plant,Line 1,M016,P003,BX187,Night,O213,75.0,4.2,23.4,0,56.2,14.9,0
2026-04-17 08:00,Chennai Plant,Line 2,M017,P004,BX188,Day,O110,73.9,4.5,20.3,0,61.7,12.3,0
2026-04-17 20:00,Chennai Plant,Line 2,M017,P004,BX188,Night,O210,73.9,4.8,19.6,0,54.6,14.3,0
2026-04-17 08:00,Chennai Plant,Line 2,M018,P004,BX189,Day,O111,73.3,4.7,19.7,0,58.2,13.2,0
2026-04-17 20:00,Chennai Plant,Line 2,M018,P004,BX189,Night,O211,72.2,4.7,20.3,0,51.4,11.5,0
2026-04-17 08:00,Chennai Plant,Line 2,M019,P004,BX190,Day,O112,71.2,4.1,24.6,0,59.9,12.2,0
2026-04-17 20:00,Chennai Plant,Line 2,M019,P004,BX190,Night,O212,73.7,4.1,19.4,0,61.6,11.7,0
2026-04-17 08:00,Chennai Plant,Line 2,M020,P004,BX191,Day,O113,72.2,4.3,21.4,0,58.0,11.9,0
2026-04-17 20:00,Chennai Plant,Line 2,M020,P004,BX191,Night,O213,72.2,4.1,21.3,0,61.7,12.4,0
2026-04-17 08:00,Chennai Plant,Line 5,M021,P031,BX192,Day,O110,72.4,4.3,24.3,0,57.2,11.8,0
2026-04-17 20:00,Chennai Plant,Line 5,M021,P031,BX192,Night,O210,77.3,4.2,22.6,0,56.0,12.0,0
2026-04-17 08:00,Chennai Plant,Line 5,M022,P031,BX193,Day,O111,71.6,4.0,25.0,0,50.3,12.5,0
2026-04-17 20:00,Chennai Plant,Line 5,M022,P031,BX193,Night,O211,75.2,4.8,23.7,0,61.6,14.7,0
2026-04-17 08:00,Chennai Plant,Line 5,M023,P031,BX194,Day,O112,72.5,4.4,25.9,0,62.2,13.1,0
2026-04-17 20:00,Chennai Plant,Line 5,M023,P031,BX194,Night,O212,72.5,4.7,24.7,0,62.5,14.6,0
2026-04-17 08:00,Chennai Plant,Line 5,M024,P031,BX195,Day,O113,74.1,4.5,20.0,0,51.6,15.4,0
2026-04-17 20:00,Chennai Plant,Line 5,M024,P031,BX195,Night,O213,77.8,4.6,20.0,0,63.8,13.0,0
2026-04-17 08:00,Manesar Plant,Line 1,M025,P009,BX196,Day,O110,76.0,4.5,25.7,218.5,62.7,11.3,0
2026-04-17 20:00,Manesar Plant,Line 1,M025,P009,BX196,Night,O210,74.3,4.3,21.6,218.7,62.1,14.5,0
2026-04-17 08:00,Manesar Plant,Line 1,M026,P009,BX197,Day,O111,73.7,4.4,22.4,219.5,57.8,14.4,0
2026-04-17 20:00,Manesar Plant,Line 1,M026,P009,BX197,Night,O211,77.6,4.7,23.5,217.6,57.0,12.5,0
2026-04-17 08:00,Manesar Plant,Line 1,M027,P009,BX198,Day,O112,72.5,4.2,22.9,220.7,53.1,11.6,0
2026-04-17 20:00,Manesar Plant,Line 1,M027,P009,BX198,Night,O212,75.7,4.5,19.3,222.3,52.6,14.4,0
2026-04-17 08:00,Manesar Plant,Line 1,M028,P009,BX199,Day,O113,75.5,4.7,19.2,226.0,53.2,13.2,1
2026-04-17 20:00,Manesar Plant,Line 1,M028,P009,BX199,Night,O213,76.2,4.0,26.0,218.5,55.6,14.7,0
2026-04-17 08:00,Manesar Plant,Line 2,M029,P028,BX200,Day,O110,71.6,4.3,24.2,0,52.2,14.7,0
2026-04-17 20:00,Manesar Plant,Line 2,M029,P028,BX200,Night,O210,76.4,4.6,25.9,0,56.7,11.7,0
2026-04-17 08:00,Manesar Plant,Line 2,M030,P028,BX201,Day,O111,71.9,4.4,20.1,0,62.2,11.1,0
2026-04-17 20:00,Manesar Plant,Line 2,M030,P028,BX201,Night,O211,73.2,4.6,25.7,0,55.8,15.1,0
2026-04-17 08:00,Manesar Plant,Line 2,M031,P028,BX202,Day,O112,74.2,4.1,25.6,0,58.5,11.6,0
2026-04-17 20:00,Manesar Plant,Line 2,M031,P028,BX202,Night,O212,72.2,4.2,23.8,0,62.1,13.6,0
2026-04-17 08:00,Manesar Plant,Line 2,M032,P028,BX203,Day,O113,72.1,4.0,26.2,0,59.3,12.3,0
2026-04-17 20:00,Manesar Plant,Line 2,M032,P028,BX203,Night,O213,74.3,4.0,23.6,0,61.9,13.9,0
2026-04-17 08:00,Pune Plant,Line 3,M033,P051,BX204,Day,O110,74.1,4.1,22.3,0,60.7,14.5,1
2026-04-17 20:00,Pune Plant,Line 3,M033,P051,BX204,Night,O210,72.1,4.7,24.2,0,49.1,12.1,0
2026-04-17 08:00,Pune Plant,Line 3,M034,P051,BX205,Day,O111,74.8,4.2,26.7,0,55.4,12.7,0
2026-04-17 20:00,Pune Plant,Line 3,M034,P051,BX205,Night,O211,74.1,4.1,22.7,0,61.4,12.8,0
2026-04-17 08:00,Chennai Plant,Line 1,M035,P045,BX206,Day,O110,70.6,4.4,24.3,0,54.6,13.9,0
2026-04-17 20:00,Chennai Plant,Line 1,M035,P045,BX206,Night,O210,75.7,4.2,19.9,0,63.8,13.9,0
2026-04-17 08:00,Chennai Plant,Line 1,M036,P045,BX207,Day,O111,75.2,4.1,24.7,0,53.5,11.7,0
2026-04-17 20:00,Chennai Plant,Line 1,M036,P045,BX207,Night,O211,76.6,4.7,25.4,0,58.0,14.0,0
